do,du,did,dId,u->Id
dope,d5p,doped,d5pt,NULL->t
enthuse,InTjuz,enthused,In-Tjuzd,NULL->d
evince,IvIns,evinced,I-vInst,NULL->t
excrete,Ikskrit,excreted,Ik-skri-tId,NULL->Id
frolic,frQlIk,frolicked,frQ-lIkt,NULL->t
funnel,fVn@l,funnelled,fV-n@ld,NULL->d
goggle,gQg@l,goggled,gQ-g@ld,NULL->d
gore,g$r,gored,g$d,NULL->d
grace,gr1s,graced,gr1st,NULL->t
guffaw,gVf$,guffawed,gV-f$d,NULL->d
harmonize,hQrm@n2z,harmonized,hQr-m@-n2zd,NULL->d
inculcate,InkVlk1t,inculcated,In-kVl-k1-tId,NULL->Id
metamorphose,mEt@m$f5z,metamorphosed,mE-t@-m$-f5zd,NULL->d
misdirect,mIsdIrEkt,misdirected,mIs-dI-rEk-tId,NULL->Id
out,6t,outed,6-tId,NULL->Id
overexpose,5v@rIksp5z,overexposed,5-v@-rIk-sp5zd,NULL->d
overshoot,5v@Sut,overshot,5-v@-SQt,u->Q
pale,p1l,paled,p1ld,NULL->d
partner,pQrtn3,partnered,pQrt-n3d,NULL->d
politicize,p@lItIs2z,politicized,p@-lI-tI-s2zd,NULL->d
pulp,pVlp,pulped,pVlpt,NULL->t
rampage,r{mp1_,rampaged,r{m-p1_d,NULL->d
rebuff,rIbVf,rebuffed,rI-bVft,NULL->t
recuperate,rIkup@r1t,recuperated,rI-ku-p@-r1-tId,NULL->Id
rein,r1n,reined,r1nd,NULL->d
reprieve,rIpriv,reprieved,rI-privd,NULL->d
revile,rIv2l,reviled,rI-v2ld,NULL->d
rhyme,r2m,rhymed,r2md,NULL->d
savage,s{vI_,savaged,s{-vI_d,NULL->d
shuttle,SVt@l,shuttled,SV-t@ld,NULL->d
sidestep,s2dstEp,sidestepped,s2d-stEpt,NULL->t
skimp,skImp,skimped,skImpt,NULL->t
slew,slu,slewed,slud,NULL->d
snare,sn1r,snared,sn1rd,NULL->d
soldier,s5l_3,soldiered,s5l-_3d,NULL->d
subjugate,sVb_Ug1t,subjugated,sVb-_U-g1-tId,NULL->Id
sun,sVn,sunned,sVnd,NULL->d
telegraph,tElIgr{f,telegraphed,tE-lI-gr{ft,NULL->t
tenant,tEn@nt,tenanted,tE-n@n-tId,NULL->Id
toot,tut,tooted,tu-tId,NULL->Id
understate,Vnd@st1t,understated,Vn-d@-st1-tId,NULL->Id
ameliorate,@milj@r1t,ameliorated,@-mi-lj@-r1-tId,NULL->Id
atrophy,{tr@fI,atrophied,{-tr@-fId,NULL->Id
audition,$dIS@n,auditioned,$-dI-S@nd,NULL->d
balloon,b@lun,ballooned,b@-lund,NULL->d
behead,bIhEd,beheaded,bI-hE-dId,NULL->Id
blood,blVd,blooded,blV-dId,NULL->Id
brook,brUk,brooked,brUkt,NULL->t
capsize,k{ps2z,capsized,k{p-s2zd,NULL->d
careen,k@rin,careened,k@-rind,NULL->d
chirp,J3p,chirped,J3pt,NULL->t
chisel,JIz@l,chiselled,JI-z@ld,NULL->d
coddle,kQd@l,coddled,kQ-d@ld,NULL->d
crimp,krImp,crimped,krImpt,NULL->t
dapple,d{p@l,dappled,d{-p@ld,NULL->d
deface,dIf1s,defaced,dI-f1st,NULL->t
defecate,dEf@k1t,defecated,dE-f@-k1-tId,NULL->Id
disembowel,dIsImb6@l,disembowelled,dIs-Im-b6-@ld,NULL->d
double-cross,dVb@lkrQs,double-crossed,dV-b@l-krQst,NULL->t
encumber,InkVmb3,encumbered,In-kVm-b3d,NULL->d
ennoble,In5b@l,ennobled,I-n5-b@ld,NULL->d
enunciate,InVnsI1t,enunciated,I-nVn-sI-1-tId,NULL->Id
familiarize,f@mIlj@r2z,familiarized,f@-mI-lj@-r2zd,NULL->d
fluff,flVf,fluffed,flVft,NULL->t
gnash,n{S,gnashed,n{St,NULL->t
groove,gruv,grooved,gruvd,NULL->d
hallucinate,h@lusIn1t,hallucinated,h@-lu-sI-n1-tId,NULL->Id
hew,hju,hewed,hjud,NULL->d
hiccup,hIkVp,hiccupped,hI-kVpt,NULL->t
indoctrinate,IndQktrIn1t,indoctrinated,In-dQk-trI-n1-tId,NULL->Id
lance,l{ns,lanced,l{nst,NULL->t
liaise,lI1z,liaised,lI-1zd,NULL->d
manhandle,m{nh{nd@l,manhandled,m{n-h{n-d@ld,NULL->d
mew,mju,mewed,mjud,NULL->d
mooch,muJ,mooched,muJt,NULL->t
moot,mut,mooted,mu-tId,NULL->Id
obviate,QbvI1t,obviated,Qb-vI-1-tId,NULL->Id
outlast,6tl{st,outlasted,6t-l{-stId,NULL->Id
parody,p{r@dI,parodied,p{-r@-dId,NULL->Id
peal,pil,pealed,pild,NULL->d
pillage,pIlI_,pillaged,pI-lI_d,NULL->d
pre-exist,priIgzIst,pre-existed,pri-Ig-zIs-tId,NULL->Id
quibble,kwIb@l,quibbled,kwI-b@ld,NULL->d
quiet,kw2@t,quieted,kw2-@-tId,NULL->Id
rankle,r{Nk@l,rankled,r{N-k@ld,NULL->d
readjust,ri@_Vst,readjusted,ri-@-_V-stId,NULL->Id
recharge,riJQr_,recharged,ri-JQr_d,NULL->d
reimburse,riImb3s,reimbursed,ri-Im-b3st,NULL->t
ridge,rI_,ridged,rI_d,NULL->d
romanticize,r5m{ntIs2z,romanticized,r5-m{n-tI-s2zd,NULL->d
scout,sk6t,scouted,sk6-tId,NULL->Id
shirk,S3k,shirked,S3kt,NULL->t
sieve,sIv,sieved,sIvd,NULL->d
singe,sIn_,singed,sIn_d,NULL->d
slobber,slQb3,slobbered,slQ-b3d,NULL->d
soap,s5p,soaped,s5pt,NULL->t
sputter,spVt3,sputtered,spV-t3d,NULL->d
stampede,st{mpid,stampeded,st{m-pi-dId,NULL->Id
tally,t{lI,tallied,t{-lId,NULL->Id
titillate,tItIl1t,titillated,tI-tI-l1-tId,NULL->Id
traffic,tr{fIk,trafficked,tr{-fIkt,NULL->t
transgress,tr{nsgrEs,transgressed,tr{ns-grEst,NULL->t
array,@r1,arrayed,@-r1d,NULL->d
barricade,b{rIk1d,barricaded,b{-rI-k1-dId,NULL->Id
bracket,br{kIt,bracketed,br{-kI-tId,NULL->Id
bray,br1,brayed,br1d,NULL->d
bud,bVd,budded,bV-dId,NULL->Id
burgle,b3g@l,burgled,b3-g@ld,NULL->d
circumvent,s3k@mvEnt,circumvented,s3-k@m-vEn-tId,NULL->Id
collate,k@l1t,collated,k@-l1-tId,NULL->Id
cop,kQp,copped,kQpt,NULL->t
cord,k$d,corded,k$-dId,NULL->Id
declaim,dIkl1m,declaimed,dI-kl1md,NULL->d
denude,dInjud,denuded,dI-nju-dId,NULL->Id
digress,d2grEs,digressed,d2-grEst,NULL->t
disdain,dIsd1n,disdained,dIs-d1nd,NULL->d
dissemble,dIsEmb@l,dissembled,dI-sEm-b@ld,NULL->d
doff,dQf,doffed,dQft,NULL->t
downgrade,d6ngr1d,downgraded,d6n-gr1-dId,NULL->Id
elope,Il5p,eloped,I-l5pt,NULL->t
expostulate,IkspQsJUl1t,expostulated,Ik-spQs-JU-l1-tId,NULL->Id
expropriate,Ekspr5prI1t,expropriated,Eks-pr5-prI-1-tId,NULL->Id
extrapolate,Ikstr{p5l1t,extrapolated,Ik-str{-p5-l1-tId,NULL->Id
exult,IgzVlt,exulted,Ig-zVl-tId,NULL->Id
father,f{D3,fathered,f{-D3d,NULL->d
fizz,fIz,fizzed,fIzd,NULL->d
flunk,flVNk,flunked,flVNkt,NULL->t
fudge,fV_,fudged,fV_d,NULL->d
fur,f3r,furred,f3d,NULL->d
garner,gQrn3,garnered,gQr-n3d,NULL->d
headline,hEdl2n,headlined,hEd-l2nd,NULL->d
hibernate,h2b@n1t,hibernated,h2-b@-n1-tId,NULL->Id
hijack,h2_{k,hijacked,h2-_{kt,NULL->t
imperil,ImpEr@l,imperilled,Im-pE-r@ld,NULL->d
inoculate,InQkjUl1t,inoculated,In-Q-kjU-l1-tId,NULL->Id
interweave,Int@wiv,interwove,In-t@-w5v,i->5
lacerate,l{s@r1t,lacerated,l{-s@-r1-tId,NULL->Id
muddy,mVdI,muddied,mV-dId,NULL->Id
overcharge,5v@JQr_,overcharged,5-v@-JQr_d,NULL->d
pilot,p2l@t,piloted,p2-l@-tId,NULL->Id
posture,pQsJ3,postured,pQs-J3d,NULL->d
preface,prEfIs,prefaced,prE-fIst,NULL->t
presage,prEsI_,presaged,prE-sI_d,NULL->d
room,rum,roomed,rumd,NULL->d
sheathe,SiD,sheathed,SiDd,NULL->d
swat,swQt,swatted,swQ-tId,NULL->Id
twine,tw2n,twined,tw2nd,NULL->d
vend,vEnd,vended,vEn-dId,NULL->Id
winnow,wIn5,winnowed,wI-n5d,NULL->d
zap,z{p,zapped,z{pt,NULL->t
zigzag,zIgz{g,zigzagged,zIg-z{gd,NULL->d
assent,@sEnt,assented,@-sEn-tId,NULL->Id
attire,@t23,attired,@-t2-3d,NULL->d
audit,$dIt,audited,$-dI-tId,NULL->Id
authenticate,$TEntIk1t,authenticated,$-TEn-tI-k1-tId,NULL->Id
beach,biJ,beached,biJt,NULL->t
bisect,b2sEkt,bisected,b2-sEk-tId,NULL->Id
bluster,blVst3,blustered,blV-st3d,NULL->d
boggle,bQg@l,boggled,bQ-g@ld,NULL->d
box,bQks,boxed,bQkst,NULL->t
bum,bVm,bummed,bVmd,NULL->d
captivate,k{ptIv1t,captivated,k{p-tI-v1-tId,NULL->Id
career,k@rir,careered,k@-rird,NULL->d
castigate,k{stIg1t,castigated,k{-stI-g1-tId,NULL->Id
cede,sid,ceded,si-dId,NULL->Id
cheapen,Jip@n,cheapened,Ji-p@nd,NULL->d
cloak,kl5k,cloaked,kl5kt,NULL->t
closet,klQzIt,closeted,klQ-zI-tId,NULL->Id
coal,k5l,coaled,k5ld,NULL->d
coarsen,k$s@n,coarsened,k$-s@nd,NULL->d
countervail,k6nt@v1l,countervailed,k6n-t@-v1ld,NULL->d
decant,dIk{nt,decanted,dI-k{n-tId,NULL->Id
defrost,difrQst,defrosted,di-frQ-stId,NULL->Id
democratize,dImQkr@t2z,democratized,dI-mQ-kr@-t2zd,NULL->d
deprecate,dEprIk1t,deprecated,dE-prI-k1-tId,NULL->Id
desiccate,dEsIk1t,desiccated,dE-sI-k1-tId,NULL->Id
dice,d2s,diced,d2st,NULL->t
disenchant,dIsInJ{nt,disenchanted,dIs-In-J{n-tId,NULL->Id
dose,d5s,dosed,d5st,NULL->t
dumbfound,dVmf6nd,dumbfounded,dVm-f6n-dId,NULL->Id
encode,Enk5d,encoded,En-k5-dId,NULL->Id
essay,Es1,essayed,E-s1d,NULL->d
excise,Eks2z,excised,Ek-s2zd,NULL->d
fart,fQrt,farted,fQr-tId,NULL->Id
fetter,fEt3,fettered,fE-t3d,NULL->d
force-feed,f$sfid,force-fed,f$s-fEd,i->E
gravel,gr{v@l,gravelled,gr{-v@ld,NULL->d
hog,hQg,hogged,hQgd,NULL->d
hoodwink,hUdwINk,hoodwinked,hUd-wINkt,NULL->t
immortalize,Im$t@l2z,immortalized,I-m$-t@-l2zd,NULL->d
incarcerate,InkQrs@r1t,incarcerated,In-kQr-s@-r1-tId,NULL->Id
ingratiate,Ingr1SI1t,ingratiated,In-gr1-SI-1-tId,NULL->Id
jabber,_{b3,jabbered,_{-b3d,NULL->d
key,ki,keyed,kid,NULL->d
knight,n2t,knighted,n2-tId,NULL->Id
laud,l$d,lauded,l$-dId,NULL->Id
ossify,QsIf2,ossified,Q-sI-f2d,NULL->d
overpay,5v@p1,overpaid,5-v@-p1d,NULL->d
overstep,5v@stEp,overstepped,5-v@-stEpt,NULL->t
plumb,plVm,plumbed,plVmd,NULL->d
pole,p5l,poled,p5ld,NULL->d
promulgate,prQm@lg1t,promulgated,prQ-m@l-g1-tId,NULL->Id
prospect,pr@spEkt,prospected,pr@-spEk-tId,NULL->Id
radio,r1dI5,radioed,r1-dI-5d,NULL->d
re-form,rif$m,re-formed,ri-f$md,NULL->d
regiment,rE_ImEnt,regimented,rE-_I-mEn-tId,NULL->Id
robe,r5b,robed,r5bd,NULL->d
roughen,rVf@n,roughened,rV-f@nd,NULL->d
satirize,s{t@r2z,satirized,s{-t@-r2zd,NULL->d
sentimentalize,sEntImEnt@l2z,sentimentalized,sEn-tI-mEn-t@l-2zd,NULL->d
slurp,sl3p,slurped,sl3pt,NULL->t
snicker,snIk3,snickered,snI-k3d,NULL->d
spook,spuk,spooked,spukt,NULL->t
stomach,stVm@k,stomached,stV-m@kt,NULL->t
stratify,str{tIf2,stratified,str{-tI-f2d,NULL->d
sub,sVb,subbed,sVbd,NULL->d
transact,tr{nz{kt,transacted,tr{n-z{k-tId,NULL->Id
unbalance,Vnb{l@ns,unbalanced,Vn-b{-l@nst,NULL->t
vacation,v@k1S@n,vacationed,v@-k1-S@nd,NULL->d
abash,@b{S,abashed,@-b{St,NULL->t
abridge,@brI_,abridged,@-brI_d,NULL->d
adjudge,@_V_,adjudged,@-_V_d,NULL->d
aerate,1@r1t,aerated,1-@-r1-tId,NULL->Id
annotate,{n5t1t,annotated,{-n5-t1-tId,NULL->Id
apprentice,@prEntIs,apprenticed,@-prEn-tIst,NULL->t
atone,@t5n,atoned,@-t5nd,NULL->d
bankrupt,b{NkrVpt,bankrupted,b{N-krVp-tId,NULL->Id
belay,bIl1,belayed,bI-l1d,NULL->d
bemoan,bIm5n,bemoaned,bI-m5nd,NULL->d
broil,br4l,broiled,br4ld,NULL->d
burble,b3b@l,burbled,b3-b@ld,NULL->d
chastise,J{st2z,chastised,J{-st2zd,NULL->d
climax,kl2m{ks,climaxed,kl2-m{kst,NULL->t
clout,kl6t,clouted,kl6-tId,NULL->Id
commercialize,k@m3S@l2z,commercialized,k@-m3-S@-l2zd,NULL->d
connive,k@n2v,connived,k@-n2vd,NULL->d
cremate,krIm1t,cremated,krI-m1-tId,NULL->Id
default,dIf$lt,defaulted,dI-f$l-tId,NULL->Id
dirty,d3tI,dirtied,d3-tId,NULL->Id
disburse,dIsb3s,disbursed,dIs-b3st,NULL->t
dishonour,dIsQn3,dishonoured,dIs-Q-n3d,NULL->d
disinfect,dIsInfEkt,disinfected,dIs-In-fEk-tId,NULL->Id
disport,dIsp$t,disported,dI-sp$-tId,NULL->Id
distance,dIst@ns,distanced,dI-st@nst,NULL->t
exit,EksIt,exited,Ek-sI-tId,NULL->Id
flabbergast,fl{b@g{st,flabbergasted,fl{-b@-g{-stId,NULL->Id
floor,fl$r,floored,fl$d,NULL->d
flounce,fl6ns,flounced,fl6nst,NULL->t
ford,f$d,forded,f$-dId,NULL->Id
furl,f3l,furled,f3ld,NULL->d
granulate,gr{njUl1t,granulated,gr{-njU-l1-tId,NULL->Id
grudge,grV_,grudged,grV_d,NULL->d
hamstring,h{mstrIN,hamstrung,h{m-strVN,I->V
hearten,hQrt@n,heartened,hQr-t@nd,NULL->d
hitchhike,hIJh2k,hitchhiked,hIJ-h2kt,NULL->t
hive,h2v,hived,h2vd,NULL->d
hone,h5n,honed,h5nd,NULL->d
index,IndEks,indexed,In-dEkst,NULL->t
intuit,IntjuIt,intuited,In-tju-I-tId,NULL->Id
jockey,_QkI,jockeyed,_Q-kId,NULL->Id
mimeograph,mImirgr{f,mimeographed,mI-mir-gr{ft,NULL->t
misbehave,mIsbIh1v,misbehaved,mIs-bI-h1vd,NULL->d
mist,mIst,misted,mI-stId,NULL->Id
mottle,mQt@l,mottled,mQ-t@ld,NULL->d
notch,nQJ,notched,nQJt,NULL->t
obligate,QblIg1t,obligated,Q-blI-g1-tId,NULL->Id
perforate,p3f@r1t,perforated,p3-f@-r1-tId,NULL->Id
ping,pIN,pinged,pINd,NULL->d
plummet,plVmIt,plummetted,plV-mI-tId,NULL->Id
pot,pQt,potted,pQ-tId,NULL->Id
proportion,pr@p$S@n,proportioned,pr@-p$-S@nd,NULL->d
proselytize,prQs@lIt2z,proselytized,prQ-s@-lI-t2zd,NULL->d
quip,kwIp,quipped,kwIpt,NULL->t
relocate,ril5k1t,relocated,ri-l5-k1-tId,NULL->Id
reuse,rijuz,reused,ri-juzd,NULL->d
revalue,riv{lju,revalued,ri-v{l-jud,NULL->d
ruminate,rumIn1t,ruminated,ru-mI-n1-tId,NULL->Id
sate,s1t,sated,s1-tId,NULL->Id
scythe,s2D,scythed,s2Dd,NULL->d
second,sEk@nd,seconded,sE-k@n-dId,NULL->Id
sensitize,sEnsIt2z,sensitized,sEn-sI-t2zd,NULL->d
shipwreck,SIprEk,shipwrecked,SIp-rEkt,NULL->t
slim,slIm,slimmed,slImd,NULL->d
snag,sn{g,snagged,sn{gd,NULL->d
snowball,sn5b$l,snowballed,sn5-b$ld,NULL->d
sorrow,sQr5,sorrowed,sQ-r5d,NULL->d
spirit,spIrIt,spirited,spI-rI-tId,NULL->Id
strafe,str{f,strafed,str{ft,NULL->t
strum,strVm,strummed,strVmd,NULL->d
sully,sVlI,sullied,sV-lId,NULL->Id
swindle,swInd@l,swindled,swIn-d@ld,NULL->d
tender,tEnd3,tendered,tEn-d3d,NULL->d
trounce,tr6ns,trounced,tr6nst,NULL->t
truncate,trVNk1t,truncated,trVN-k1-tId,NULL->Id
unionize,junj@n2z,unionized,ju-nj@-n2zd,NULL->d
untangle,Vnt{Ng@l,untangled,Vn-t{N-g@ld,NULL->d
verbalize,v3b@l2z,verbalized,v3-b@-l2zd,NULL->d
wangle,w{Ng@l,wangled,w{N-g@ld,NULL->d
winter,wInt3,wintered,wIn-t3d,NULL->d
yap,j{p,yapped,j{pt,NULL->t
addle,{d@l,addled,{-d@ld,NULL->d
append,@pEnd,appended,@-pEn-dId,NULL->Id
apprise,@pr2z,apprised,@-pr2zd,NULL->d
befuddle,bIfVd@l,befuddled,bI-fV-d@ld,NULL->d
bell,bEl,bell,bEl,NULL
blockade,blQk1d,blockaded,blQ-k1-dId,NULL->Id
bludgeon,blV_@n,bludgeoned,blV-_@nd,NULL->d
brutalize,brut@l2z,brutalized,bru-t@-l2zd,NULL->d
cheek,Jik,cheeked,Jikt,NULL->t
clack,kl{k,clacked,kl{kt,NULL->t
crate,kr1t,crated,kr1-tId,NULL->Id
crook,krUk,crooked,krUkt,NULL->t
daub,d$b,daubed,d$bd,NULL->d
depreciate,dIpriSI1t,depreciated,dI-pri-SI-1-tId,NULL->Id
disassociate,dIs@s5SI1t,disassociated,dIs-@-s5-SI-1-tId,NULL->Id
dispossess,dIsp@zEs,dispossessed,dIs-p@-zEst,NULL->t
dunk,dVNk,dunked,dVNkt,NULL->t
dynamite,d2n@m2t,dynamited,d2-n@-m2-tId,NULL->Id
elbow,Elb5,elbowed,El-b5d,NULL->d
electrocute,IlEktr@kjut,electrocuted,I-lEk-tr@-kju-tId,NULL->Id
entrench,IntrEnJ,entrenched,In-trEnJt,NULL->t
exhume,Ekshjum,exhumed,Eks-hjumd,NULL->d
feint,f1nt,feinted,f1n-tId,NULL->Id
filch,fIlJ,filched,fIlJt,NULL->t
fingerprint,fINg@prInt,fingerprinted,fIN-g@-prIn-tId,NULL->Id
forbear,f$b1r,forbore,f$-b$r,1->$
gall,g$l,galled,g$ld,NULL->d
gash,g{S,gashed,g{St,NULL->t
ghost,g5st,ghosted,g5-stId,NULL->Id
gutter,gVt3,guttered,gV-t3d,NULL->d
host,h5st,hosted,h5-stId,NULL->Id
huff,hVf,huffed,hVft,NULL->t
husband,hVzb@nd,husbanded,hVz-b@n-dId,NULL->Id
incinerate,InsIn@r1t,incinerated,In-sI-n@-r1-tId,NULL->Id
ingest,In_Est,ingested,In-_E-stId,NULL->Id
marinate,m{rIn1t,marinated,m{-rI-n1-tId,NULL->Id
mastermind,m{st@m2nd,masterminded,m{-st@-m2n-dId,NULL->Id
moulder,m5ld3,mouldered,m5l-d3d,NULL->d
moult,m5lt,moulted,m5l-tId,NULL->Id
opine,5p2n,opined,5-p2nd,NULL->d
perjure,p3_3,perjured,p3-_3d,NULL->d
proscribe,pr5skr2b,proscribed,pr5-skr2bd,NULL->d
raze,r1z,razed,r1zd,NULL->d
recant,rIk{nt,recanted,rI-k{n-tId,NULL->Id
redecorate,ridEk@r1t,redecorated,ri-dE-k@-r1-tId,NULL->Id
remit,rImIt,remitted,rI-mI-tId,NULL->Id
repatriate,rip{trI1t,repatriated,ri-p{-trI-1-tId,NULL->Id
rubber-stamp,rVb@st{mp,rubber-stamped,rV-b@-st{mpt,NULL->t
satiate,s1SI1t,satiated,s1-SI-1-tId,NULL->Id
scrunch,skrVnJ,scrunched,skrVnJt,NULL->t
secede,sIsid,seceded,sI-si-dId,NULL->Id
snooze,snuz,snoozed,snuzd,NULL->d
snuffle,snVf@l,snuffled,snV-f@ld,NULL->d
staunch,st$nJ,staunched,st$nJt,NULL->t
stonewall,st5nw$l,stonewalled,st5n-w$ld,NULL->d
subpoena,s@bpin@,subpoenaed,s@b-pi-n@d,NULL->d
sugar,SUg3,sugared,SU-g3d,NULL->d
swaddle,swQd@l,swaddled,swQ-d@ld,NULL->d
systematize,sIstIm@t2z,systematized,sI-stI-m@-t2zd,NULL->d
telex,tElEks,telexed,tE-lEkst,NULL->t
trill,trIl,trilled,trIld,NULL->d
unbind,Vnb2nd,unbound,Vn-b6nd,2->6
unlearn,Vnl3n,unlearned,Vn-l3nd,NULL->d
vaporize,v1p@r2z,vaporized,v1-p@-r2zd,NULL->d
venerate,vEn@r1t,venerated,vE-n@-r1-tId,NULL->Id
wed,wEd,wedded,wE-dId,NULL->Id
adjudicate,@_udIk1t,adjudicated,@-_u-dI-k1-tId,NULL->Id
apportion,@p$S@n,apportioned,@-p$-S@nd,NULL->d
arrogate,{r5g1t,arrogated,{-r5-g1-tId,NULL->Id
backtrack,b{ktr{k,backtracked,b{k-tr{kt,NULL->t
bide,b2d,bide,b2d,NULL
calve,k{v,calved,k{vd,NULL->d
carp,kQrp,carped,kQrpt,NULL->t
caw,k$,cawed,k$d,NULL->d
chaff,J{f,chaffed,J{ft,NULL->t
commune,k@mjun,communed,k@-mjund,NULL->d
compartmentalize,kQmpQrtmEnt@l2z,compartmentalized,kQm-pQrt-mEn-t@l-2zd,NULL->d
counterattack,k6nt@r@t{k,counterattacked,k6n-t@-r@-t{kt,NULL->t
cross-examine,krQsIgz{mIn,cross-examined,krQs-Ig-z{-mInd,NULL->d
desolate,dEs@l1t,desolated,dE-s@-l1-tId,NULL->Id
efface,If1s,effaced,I-f1st,NULL->t
enfeeble,Infib@l,enfeebled,In-fi-b@ld,NULL->d
foreclose,f$kl5z,foreclosed,f$-kl5zd,NULL->d
hose,h5z,hosed,h5zd,NULL->d
joint,_4nt,jointed,_4n-tId,NULL->Id
liberalize,lIb@r@l2z,liberalized,lI-b@-r@-l2zd,NULL->d
machine,m@Sin,machined,m@-Sind,NULL->d
maltreat,m{ltrit,maltreated,m{l-tri-tId,NULL->Id
miscarry,mIsk{rI,miscarried,mIs-k{-rId,NULL->Id
moo,mu,mooed,mud,NULL->d
mutate,mjut1t,mutated,mju-t1-tId,NULL->Id
narrate,n@r1t,narrated,n@-r1-tId,NULL->Id
niggle,nIg@l,niggled,nI-g@ld,NULL->d
obtrude,@btrud,obtruded,@b-tru-dId,NULL->Id
paraphrase,p{r@fr1z,paraphrased,p{-r@-fr1zd,NULL->d
proposition,prQp@zIS@n,propositioned,prQ-p@-zI-S@nd,NULL->d
prostitute,prQstItjut,prostituted,prQ-stI-tju-tId,NULL->Id
quiz,kwIz,quizzed,kwIzd,NULL->d
rearm,riQrm,rearmed,ri-Qrmd,NULL->d
refit,rifIt,refitted,ri-fI-tId,NULL->Id
reflate,rifl1t,reflated,ri-fl1-tId,NULL->Id
resurface,ris3fIs,resurfaced,ri-s3-fIst,NULL->t
retell,ritEl,retold,ri-t5ld,E->5d
revamp,riv{mp,revamped,ri-v{mpt,NULL->t
revivify,rivIvIf2,revivified,ri-vI-vI-f2d,NULL->d
scotch,skQJ,scotched,skQJt,NULL->t
scourge,sk3_,scourged,sk3_d,NULL->d
skirmish,sk3mIS,skirmished,sk3-mISt,NULL->t
snoop,snup,snooped,snupt,NULL->t
sock,sQk,socked,sQkt,NULL->t
strand,str{nd,stranded,str{n-dId,NULL->Id
swipe,sw2p,swiped,sw2pt,NULL->t
traipse,tr1ps,traipsed,tr1pst,NULL->t
tranquillize,tr{NkwIl2z,tranquillized,tr{N-kwI-l2zd,NULL->d
vandalize,v{nd@l2z,vandalized,v{n-d@-l2zd,NULL->d
abrogate,{br5g1t,abrogated,{-br5-g1-tId,NULL->Id
adjure,@_$r,adjured,@-_$d,NULL->d
aggregate,{grIg1t,aggregated,{-grI-g1-tId,NULL->Id
anglicize,{NglIs2z,anglicized,{N-glI-s2zd,NULL->d
annul,@nVl,annulled,@-nVld,NULL->d
avow,@v6,avowed,@-v6d,NULL->d
bloat,bl5t,bloated,bl5-tId,NULL->Id
bop,bQp,bopped,bQpt,NULL->t
buoy,b4,buoyed,b4d,NULL->d
burp,b3p,burped,b3pt,NULL->t
chaperon,S{p@r5n,chaperoned,S{-p@-r5nd,NULL->d
craft,kr{ft,crafted,kr{f-tId,NULL->Id
crap,kr{p,crapped,kr{pt,NULL->t
decolonize,dikQl@n2z,decolonized,di-kQ-l@-n2zd,NULL->d
disallow,dIs@l6,disallowed,dIs-@-l6d,NULL->d
disorientate,dIs$rirnt1t,disorientated,dIs-$-rirn-t1-tId,NULL->Id
drat,dr{t,dratted,dr{-tId,NULL->Id
edify,EdIf2,edified,E-dI-f2d,NULL->d
enervate,En3v1t,enervated,E-n3-v1-tId,NULL->Id
entreat,Intrit,entreated,In-tri-tId,NULL->Id
equivocate,IkwIv@k1t,equivocated,I-kwI-v@-k1-tId,NULL->Id
firm,f3m,firmed,f3md,NULL->d
foreshorten,f$S$t@n,foreshortened,f$-S$-t@nd,NULL->d
genuflect,_EnjuflEkt,genuflected,_E-nju-flEk-tId,NULL->Id
goof,guf,goofed,guft,NULL->t
gripe,gr2p,griped,gr2pt,NULL->t
gyrate,_2@r1t,gyrated,_2-@-r1-tId,NULL->Id
home,h5m,homed,h5md,NULL->d
immunize,Imjun2z,immunized,I-mju-n2zd,NULL->d
impact,Imp{kt,impacted,Im-p{k-tId,NULL->Id
internationalize,Int@n{S@n@l2z,internationalized,In-t@-n{-S@n-@-l2zd,NULL->d
joggle,_Qg@l,joggled,_Q-g@ld,NULL->d
KO,k15,KOd,k1-5d,NULL->d
lampoon,l{mpun,lampooned,l{m-pund,NULL->d
lime,l2m,limed,l2md,NULL->d
malfunction,m{lfVNkS@n,malfunctioned,m{l-fVNk-S@nd,NULL->d
mint,mInt,minted,mIn-tId,NULL->Id
muss,mVs,mussed,mVst,NULL->t
muzzle,mVz@l,muzzled,mV-z@ld,NULL->d
overman,5v@m{n,overmanned,5-v@-m{nd,NULL->d
perk,p3k,perked,p3kt,NULL->t
peruse,p@ruz,perused,p@-ruzd,NULL->d
photocopy,f5t5kQpI,photocopied,f5-t5-kQ-pId,NULL->Id
play-act,pl1{kt,play-acted,pl1-{k-tId,NULL->Id
pommel,pVm@l,pommelled,pV-m@ld,NULL->d
portend,p$tEnd,portended,p$-tEn-dId,NULL->Id
rail,r1l,railed,r1ld,NULL->d
ready,rEdI,readied,rE-dId,NULL->Id
redo,ridu,redid,ri-dId,u->Id
replicate,rEplIk1t,replicated,rE-plI-k1-tId,NULL->Id
restock,ristQk,restocked,ri-stQkt,NULL->t
retouch,ritVJ,retouched,ri-tVJt,NULL->t
revenge,rIvEn_,revenged,rI-vEn_d,NULL->d
rile,r2l,riled,r2ld,NULL->d
sand,s{nd,sanded,s{n-dId,NULL->Id
sandbag,s{ndb{g,sandbagged,s{nd-b{gd,NULL->d
scab,sk{b,scabbed,sk{bd,NULL->d
signpost,s2np5st,signposted,s2n-p5s-tId,NULL->Id
